Government_School,Government_District,Government_Latitude,Government_Longitude,BEF_School,BEF_District,Distance_KM
GGHS HAIR DIN,Sohbat Pur,28.52099523,68.66817642,Goth Gul Sher Kandrani,Sohbat Pur,9.96
GBPS JAM BUMBAL,Sohbat Pur,28.4589067777195,68.7565323581345,Raheem Bakhsh Kandrani,Sohbat Pur,4.14
GBPS JAM BUMBAL,Sohbat Pur,28.4589067777195,68.7565323581345,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,9.45
GBPS JAM BUMBAL,Sohbat Pur,28.4589067777195,68.7565323581345,Darya khan gajani/Arbab Pandrani,Sohbat Pur,7.84
GBPS JAM BUMBAL,Sohbat Pur,28.4589067777195,68.7565323581345,Goth Gul Sher Kandrani,Sohbat Pur,2.94
GBMIDS MUHAMMAD HASHIM BAROHI,Sohbat Pur,28.4523448440073,68.7662391091191,Raheem Bakhsh Kandrani,Sohbat Pur,4.5
GBMIDS MUHAMMAD HASHIM BAROHI,Sohbat Pur,28.4523448440073,68.7662391091191,Darya khan gajani/Arbab Pandrani,Sohbat Pur,6.92
GBMIDS MUHAMMAD HASHIM BAROHI,Sohbat Pur,28.4523448440073,68.7662391091191,Goth Gul Sher Kandrani,Sohbat Pur,3.66
GBPS MUHAMMAD RAHIM KANRANI,Sohbat Pur,28.4682158502373,68.7343892412082,Raheem Bakhsh Kandrani,Sohbat Pur,3.94
GBPS MUHAMMAD RAHIM KANRANI,Sohbat Pur,28.4682158502373,68.7343892412082,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,7.15
GBPS MUHAMMAD RAHIM KANRANI,Sohbat Pur,28.4682158502373,68.7343892412082,Goth Gul Sher Kandrani,Sohbat Pur,3.25
GBPS KARIM BAIG KHAN KANRANI,Sohbat Pur,28.4705406102608,68.7360398652228,Raheem Bakhsh Kandrani,Sohbat Pur,4.22
GBPS KARIM BAIG KHAN KANRANI,Sohbat Pur,28.4705406102608,68.7360398652228,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,7.09
GBPS KARIM BAIG KHAN KANRANI,Sohbat Pur,28.4705406102608,68.7360398652228,Darya khan gajani/Arbab Pandrani,Sohbat Pur,9.93
GBPS KARIM BAIG KHAN KANRANI,Sohbat Pur,28.4705406102608,68.7360398652228,Goth Gul Sher Kandrani,Sohbat Pur,2.97
GBPS ABDUL RAHIM KHAN,Sohbat Pur,28.4800490241561,68.7282711238552,Raheem Bakhsh Kandrani,Sohbat Pur,5.16
GBPS ABDUL RAHIM KHAN,Sohbat Pur,28.4800490241561,68.7282711238552,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,5.82
GBPS ABDUL RAHIM KHAN,Sohbat Pur,28.4800490241561,68.7282711238552,Goth Gul Sher Kandrani,Sohbat Pur,3.3
GBPS DINAR KHAN NO.1,Sohbat Pur,28.49185344,68.73249803,Raheem Bakhsh Kandrani,Sohbat Pur,6.5
GBPS DINAR KHAN NO.1,Sohbat Pur,28.49185344,68.73249803,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,5.45
GBPS DINAR KHAN NO.1,Sohbat Pur,28.49185344,68.73249803,Goth Gul Sher Kandrani,Sohbat Pur,2.94
GBPS DINAR KHAN NO.2,Sohbat Pur,28.48661654,68.72947358,Raheem Bakhsh Kandrani,Sohbat Pur,5.89
GBPS DINAR KHAN NO.2,Sohbat Pur,28.48661654,68.72947358,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,5.48
GBPS DINAR KHAN NO.2,Sohbat Pur,28.48661654,68.72947358,Goth Gul Sher Kandrani,Sohbat Pur,3.14
GBPS ABDUL NABI KHAN KANRANI,Sohbat Pur,28.4973653731323,68.7191412992344,Raheem Bakhsh Kandrani,Sohbat Pur,7.1
GBPS ABDUL NABI KHAN KANRANI,Sohbat Pur,28.4973653731323,68.7191412992344,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,4.01
GBPS ABDUL NABI KHAN KANRANI,Sohbat Pur,28.4973653731323,68.7191412992344,Goth Gul Sher Kandrani,Sohbat Pur,4.36
GBPS MIR DOST KHAN KHOSA,Sohbat Pur,28.51997838,68.67009964,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,1.41
GBPS MIR DOST KHAN KHOSA,Sohbat Pur,28.51997838,68.67009964,Akbar khayazai,Sohbat Pur,6.54
GBPS MIR DOST KHAN KHOSA,Sohbat Pur,28.51997838,68.67009964,Goth Gul Sher Kandrani,Sohbat Pur,9.75
GBPS ISMAIL CHATANI,Sohbat Pur,28.4975330822762,68.6070545007513,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,7.61
GBPS ISMAIL CHATANI,Sohbat Pur,28.4975330822762,68.6070545007513,Akbar khayazai,Sohbat Pur,4.4
GBPS ALI ABAD,Sohbat Pur,28.4909044448018,68.5695871117595,Akbar khayazai,Sohbat Pur,6.25
GBPS ZAMAN BUGTI,Sohbat Pur,28.4944508695185,68.5619308806593,Akbar khayazai,Sohbat Pur,6.42
GBPS SHAH MURAD BHAROHI DHANI PARTA,Sohbat Pur,28.4997506789643,68.6734852656159,Raheem Bakhsh Kandrani,Sohbat Pur,8.93
GBPS SHAH MURAD BHAROHI DHANI PARTA,Sohbat Pur,28.4997506789643,68.6734852656159,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,1.78
GBPS SHAH MURAD BHAROHI DHANI PARTA,Sohbat Pur,28.4997506789643,68.6734852656159,Akbar khayazai,Sohbat Pur,7.79
GBPS SHAH MURAD BHAROHI DHANI PARTA,Sohbat Pur,28.4997506789643,68.6734852656159,Goth Gul Sher Kandrani,Sohbat Pur,8.77
GBMIDS ZAHOOR HUSSAIN  KHAN KHOSA,Sohbat Pur,28.5315167925847,68.6497578894786,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,3.78
GBMIDS ZAHOOR HUSSAIN  KHAN KHOSA,Sohbat Pur,28.5315167925847,68.6497578894786,Akbar khayazai,Sohbat Pur,4.32
GBPS BEHRAM BUGTI,Sohbat Pur,28.5488968984557,68.6334312663569,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,6.2
GBPS BEHRAM BUGTI,Sohbat Pur,28.5488968984557,68.6334312663569,Akbar khayazai,Sohbat Pur,2.97
GBHS ABDUL RASHEED,Sohbat Pur,28.56978685,68.55906741,Kareem Bakash Khosa,Sohbat Pur,7.23
GBHS ABDUL RASHEED,Sohbat Pur,28.56978685,68.55906741,Akbar khayazai,Sohbat Pur,5.85
GBHS ADAM PUR,Sohbat Pur,28.54268021,68.5918883,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,9.44
GBHS ADAM PUR,Sohbat Pur,28.54268021,68.5918883,Akbar khayazai,Sohbat Pur,1.52
GBPS JAFFAR JAT,Sohbat Pur,28.57192136,68.58674026,Kareem Bakash Khosa,Sohbat Pur,8.9
GBPS JAFFAR JAT,Sohbat Pur,28.57192136,68.58674026,Akbar khayazai,Sohbat Pur,4.29
GBPS SHERDIL BUGTI IZHAR HUSSAIN KHOSA,Sohbat Pur,28.5951816286923,68.4895790007475,Kareem Bakash Khosa,Sohbat Pur,4.11
GBPS SHERDIL BUGTI IZHAR HUSSAIN KHOSA,Sohbat Pur,28.5951816286923,68.4895790007475,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,7.78
GBPS DAR BHANI,Sohbat Pur,28.5868873758164,68.5626208676412,Kareem Bakash Khosa,Sohbat Pur,6.03
GBPS DAR BHANI,Sohbat Pur,28.5868873758164,68.5626208676412,Akbar khayazai,Sohbat Pur,6.96
GBPS NIZAM UD DIN SHAH,Sohbat Pur,28.4334794809209,68.6622944134239,Raheem Bakhsh Kandrani,Sohbat Pur,6.2
GBPS NIZAM UD DIN SHAH,Sohbat Pur,28.4334794809209,68.6622944134239,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,9.1
GBPS JUMA KHAN,Sohbat Pur,28.4582404572386,68.5992506509931,Akbar khayazai,Sohbat Pur,8.78
GBPS BOSTAN,Sohbat Pur,28.4811322267168,68.6011130180757,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,8.75
GBPS BOSTAN,Sohbat Pur,28.4811322267168,68.6011130180757,Akbar khayazai,Sohbat Pur,6.23
GBPS MUHAMMAD SALAH MARHATA,Sohbat Pur,28.4671767697878,68.6561936743223,Raheem Bakhsh Kandrani,Sohbat Pur,7.75
GBPS MUHAMMAD SALAH MARHATA,Sohbat Pur,28.4671767697878,68.6561936743223,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,5.76
GBPS MUHAMMAD SALAH MARHATA,Sohbat Pur,28.4671767697878,68.6561936743223,Akbar khayazai,Sohbat Pur,9.18
GBPS MIR HASSAN KHOSA,Sohbat Pur,28.4270541673611,68.663639960604,Raheem Bakhsh Kandrani,Sohbat Pur,6.11
GBPS MIR HASSAN KHOSA,Sohbat Pur,28.4270541673611,68.663639960604,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,9.78
GBPS  JOONGA KHAN,Sohbat Pur,28.4444152117394,68.6173224988924,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,9.99
GBPS DEH SOHBAT PUR/ MUHAMMAD YAQOOB,Sohbat Pur,28.5635462861564,68.4023360550326,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,2.49
GGHS ADAM PUR,Sohbat Pur,28.5431665386066,68.5925833189536,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,9.4
GGHS ADAM PUR,Sohbat Pur,28.5431665386066,68.5925833189536,Akbar khayazai,Sohbat Pur,1.48
GGHSS SOHBAT PUR,Sohbat Pur,28.5212651436357,68.5412331594385,Akbar khayazai,Sohbat Pur,6.59
GGHS MANJHI PUR,Sohbat Pur,28.4284928488818,68.67239584238,Raheem Bakhsh Kandrani,Sohbat Pur,5.24
GGHS MANJHI PUR,Sohbat Pur,28.4284928488818,68.67239584238,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,9.49
GBMIDS AKBAR KHAN,Sohbat Pur,28.5032558681663,68.6361396292665,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,4.69
GBMIDS AKBAR KHAN,Sohbat Pur,28.5032558681663,68.6361396292665,Akbar khayazai,Sohbat Pur,4.77
GBPS SIKANDER KHAN,Sohbat Pur,28.6052221302126,68.4617554926514,Kareem Bakash Khosa,Sohbat Pur,5.75
GBPS SIKANDER KHAN,Sohbat Pur,28.6052221302126,68.4617554926514,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,5.47
GBHSS GHULAM RASOOL,Sohbat Pur,28.5378071,68.40630003,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,5.22
GBPS NASEER KHAN UMRANI,Sohbat Pur,28.6049117975963,68.5223808907888,Kareem Bakash Khosa,Sohbat Pur,2.11
GBPS ZULFIQAR ALI,Sohbat Pur,28.5986135632884,68.516842230166,Kareem Bakash Khosa,Sohbat Pur,2.74
GBPS DHANI BAKHSH,Sohbat Pur,28.6060528883106,68.5540448841908,Kareem Bakash Khosa,Sohbat Pur,4.11
GBPS DHANI BAKHSH,Sohbat Pur,28.6060528883106,68.5540448841908,Akbar khayazai,Sohbat Pur,9.18
GBHS JHANDA TALAB,Sohbat Pur,28.58128952,68.48144625,Kareem Bakash Khosa,Sohbat Pur,5.81
GBHS JHANDA TALAB,Sohbat Pur,28.58128952,68.48144625,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,6.91
GBPS SHAMS-UD-DIN KHAN,Sohbat Pur,28.5826144851924,68.4595780538457,Kareem Bakash Khosa,Sohbat Pur,7.2
GBPS SHAMS-UD-DIN KHAN,Sohbat Pur,28.5826144851924,68.4595780538457,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,4.76
GBPS MUHAMMAD ISMAIL KHAN MANJHANI,Sohbat Pur,28.5840435089804,68.4609231006493,Kareem Bakash Khosa,Sohbat Pur,6.99
GBPS MUHAMMAD ISMAIL KHAN MANJHANI,Sohbat Pur,28.5840435089804,68.4609231006493,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,4.89
GBPS  ALLAH WARAYA KHOSA,Sohbat Pur,28.5921252384046,68.4645484593533,Kareem Bakash Khosa,Sohbat Pur,6.18
GBPS  ALLAH WARAYA KHOSA,Sohbat Pur,28.5921252384046,68.4645484593533,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,5.31
GBPS MUHAMMAD ISHAQUE,Sohbat Pur,28.5736989888774,68.4145133031248,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,1.27
GBPS MUHAMMAD IBRAHIM KHAN,Sohbat Pur,28.5876125346734,68.4377816026297,Kareem Bakash Khosa,Sohbat Pur,8.69
GBPS MUHAMMAD IBRAHIM KHAN,Sohbat Pur,28.5876125346734,68.4377816026297,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,2.65
GBPS MUHAMMAD AKBAR KHAN BUGTI,Sohbat Pur,28.5765121006747,68.4426359356561,Kareem Bakash Khosa,Sohbat Pur,8.93
GBPS MUHAMMAD AKBAR KHAN BUGTI,Sohbat Pur,28.5765121006747,68.4426359356561,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,3.23
GBPS QASIM KHAN,Sohbat Pur,28.5440867,68.44985908,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,5.89
GBPS ASLAM KHAN,Sohbat Pur,28.5473113622712,68.4249694781804,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,4.36
GBPS  DILDAR KHAN,Sohbat Pur,28.5397754292497,68.4845310526991,Kareem Bakash Khosa,Sohbat Pur,9.79
GBPS  DILDAR KHAN,Sohbat Pur,28.5397754292497,68.4845310526991,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,8.75
GBPS NEHAL UD DIN MAJHI,Sohbat Pur,28.5585003192789,68.5267058048588,Kareem Bakash Khosa,Sohbat Pur,7.25
GBPS NEHAL UD DIN MAJHI,Sohbat Pur,28.5585003192789,68.5267058048588,Akbar khayazai,Sohbat Pur,8.12
GBPS NASEER KHAN MANJHANI,Sohbat Pur,28.6014386651697,68.4194578213144,Kareem Bakash Khosa,Sohbat Pur,9.83
GBPS NASEER KHAN MANJHANI,Sohbat Pur,28.6014386651697,68.4194578213144,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,2.03
GBPS ABDUL RAOUF,Sohbat Pur,28.5759237403439,68.5750387599838,Kareem Bakash Khosa,Sohbat Pur,7.75
GBPS ABDUL RAOUF,Sohbat Pur,28.5759237403439,68.5750387599838,Akbar khayazai,Sohbat Pur,5.26
GBPS BAGAR,Sohbat Pur,28.5885242391472,68.5309565754764,Kareem Bakash Khosa,Sohbat Pur,4.1
GBPS BAGAR,Sohbat Pur,28.5885242391472,68.5309565754764,Akbar khayazai,Sohbat Pur,9.3
GBPS MASOOD ABAD,Sohbat Pur,28.5748159366874,68.5048898091164,Kareem Bakash Khosa,Sohbat Pur,5.51
GBPS MASOOD ABAD,Sohbat Pur,28.5748159366874,68.5048898091164,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,9.26
GBPS ABDUL QADAR  BHANGAR,Sohbat Pur,28.5629341682526,68.4991404348239,Kareem Bakash Khosa,Sohbat Pur,6.92
GBPS ABDUL QADAR  BHANGAR,Sohbat Pur,28.5629341682526,68.4991404348239,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,8.96
GBPS WALI MUHAMMAD KHOSA,Sohbat Pur,28.5769464823142,68.5333329680366,Kareem Bakash Khosa,Sohbat Pur,5.39
GBPS WALI MUHAMMAD KHOSA,Sohbat Pur,28.5769464823142,68.5333329680366,Akbar khayazai,Sohbat Pur,8.38
GBPS AHMED KHAN,Sohbat Pur,28.5401170380252,68.5484732461494,Kareem Bakash Khosa,Sohbat Pur,9.73
GBPS AHMED KHAN,Sohbat Pur,28.5401170380252,68.5484732461494,Akbar khayazai,Sohbat Pur,5.65
GBPS MUHAMMAD ALI ABDUL AZIZ,Sohbat Pur,28.5532323880192,68.5093745480167,Kareem Bakash Khosa,Sohbat Pur,7.81
GBPS MUHAMMAD ALI ABDUL AZIZ,Sohbat Pur,28.5532323880192,68.5093745480167,Akbar khayazai,Sohbat Pur,9.63
GBPS EID MUHAMMAD MENGAL,Sohbat Pur,28.5384381285933,68.539025773912,Kareem Bakash Khosa,Sohbat Pur,9.66
GBPS EID MUHAMMAD MENGAL,Sohbat Pur,28.5384381285933,68.539025773912,Akbar khayazai,Sohbat Pur,6.57
GBPS AHMED  ALI KHAN KHOSA,Sohbat Pur,28.5627099872881,68.4734888972514,Kareem Bakash Khosa,Sohbat Pur,7.95
GBPS AHMED  ALI KHAN KHOSA,Sohbat Pur,28.5627099872881,68.4734888972514,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,6.59
GBPS HOORAN KHAN,Sohbat Pur,28.5451089911952,68.5280143028709,Kareem Bakash Khosa,Sohbat Pur,8.74
GBPS HOORAN KHAN,Sohbat Pur,28.5451089911952,68.5280143028709,Akbar khayazai,Sohbat Pur,7.7
GBPS MUHAMMAD MURAD KHOSA,Sohbat Pur,28.52672031,68.4572263,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,7.86
GBMIDS JHAN ALI KHOSA,Sohbat Pur,28.53261117,68.42134196,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,5.86
GBHSS SOHBAT PUR,Sohbat Pur,28.5197072074361,68.5442209231716,Akbar khayazai,Sohbat Pur,6.36
GBPS RAHIM KHAN,Sohbat Pur,28.52018436,68.57925724,Akbar khayazai,Sohbat Pur,3.24
GBPS GHULAM MUSTAFA LEHRI,Sohbat Pur,28.475923235682,68.5442763638623,Akbar khayazai,Sohbat Pur,9.1
GBPS MOHBAT PUR,Sohbat Pur,28.4967573194895,68.5289259180331,Akbar khayazai,Sohbat Pur,8.79
GGMIDS SAEED MUHAMMAD KANRANI,Sohbat Pur,28.49140441,68.71146371,Raheem Bakhsh Kandrani,Sohbat Pur,6.56
GGMIDS SAEED MUHAMMAD KANRANI,Sohbat Pur,28.49140441,68.71146371,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,3.75
GGMIDS SAEED MUHAMMAD KANRANI,Sohbat Pur,28.49140441,68.71146371,Goth Gul Sher Kandrani,Sohbat Pur,4.95
GBPS SARDAR SHAH,Sohbat Pur,28.5051417301512,68.5275589774644,Akbar khayazai,Sohbat Pur,8.47
GBPS MUHAMMAD HANIF,Sohbat Pur,28.607088566766,68.4726098764282,Kareem Bakash Khosa,Sohbat Pur,4.69
GBPS MUHAMMAD HANIF,Sohbat Pur,28.607088566766,68.4726098764282,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,6.52
GBPS WAHID BAKHSH BROHI,Sohbat Pur,28.58575847,68.47398541,Kareem Bakash Khosa,Sohbat Pur,5.91
GBPS WAHID BAKHSH BROHI,Sohbat Pur,28.58575847,68.47398541,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,6.17
GBPS ABDUL GHAFOOR GAJANI,Sohbat Pur,28.4505993625251,68.7893394457056,Raheem Bakhsh Kandrani,Sohbat Pur,6.53
GBPS ABDUL GHAFOOR GAJANI,Sohbat Pur,28.4505993625251,68.7893394457056,Darya khan gajani/Arbab Pandrani,Sohbat Pur,4.71
GBPS ABDUL GHAFOOR GAJANI,Sohbat Pur,28.4505993625251,68.7893394457056,Goth Gul Sher Kandrani,Sohbat Pur,4.7
GBMIDS SAEED MUHAMMAD KHAN,Sohbat Pur,28.49165709,68.71199536,Raheem Bakhsh Kandrani,Sohbat Pur,6.57
GBMIDS SAEED MUHAMMAD KHAN,Sohbat Pur,28.49165709,68.71199536,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,3.77
GBMIDS SAEED MUHAMMAD KHAN,Sohbat Pur,28.49165709,68.71199536,Goth Gul Sher Kandrani,Sohbat Pur,4.9
GBPS GHULAM JAN KHAN,Sohbat Pur,28.48451143,68.72034715,Raheem Bakhsh Kandrani,Sohbat Pur,5.67
GBPS GHULAM JAN KHAN,Sohbat Pur,28.48451143,68.72034715,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,4.91
GBPS GHULAM JAN KHAN,Sohbat Pur,28.48451143,68.72034715,Goth Gul Sher Kandrani,Sohbat Pur,4.03
GBPS HAJI KUNRI,Sohbat Pur,28.4906359711239,68.5883868310298,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,9.57
GBPS HAJI KUNRI,Sohbat Pur,28.4906359711239,68.5883868310298,Akbar khayazai,Sohbat Pur,5.44
GBPS ATTA MUHAMMAD BROHI,Sohbat Pur,28.5149861644044,68.6207865632073,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,6.05
GBPS ATTA MUHAMMAD BROHI,Sohbat Pur,28.5149861644044,68.6207865632073,Akbar khayazai,Sohbat Pur,2.85
GBPS GHULAM RASOOL GAJANI,Sohbat Pur,28.4449398309513,68.8098632988258,Raheem Bakhsh Kandrani,Sohbat Pur,8.36
GBPS GHULAM RASOOL GAJANI,Sohbat Pur,28.4449398309513,68.8098632988258,Darya khan gajani/Arbab Pandrani,Sohbat Pur,3.03
GBPS GHULAM RASOOL GAJANI,Sohbat Pur,28.4449398309513,68.8098632988258,Goth Gul Sher Kandrani,Sohbat Pur,6.5
GGMIDS DIN MUHAMMAD KANRANI,Sohbat Pur,28.4357933017477,68.8568792372194,Darya khan gajani/Arbab Pandrani,Sohbat Pur,3.23
GBPS ZUNOO KHAN BUGTI,Sohbat Pur,28.4563627665804,68.8392529072446,Darya khan gajani/Arbab Pandrani,Sohbat Pur,0.38
GBPS ZUNOO KHAN BUGTI,Sohbat Pur,28.4563627665804,68.8392529072446,Goth Gul Sher Kandrani,Sohbat Pur,8.25
GBPS NABI DOST KUNRANI,Sohbat Pur,28.5051738247469,68.7220997012539,Raheem Bakhsh Kandrani,Sohbat Pur,7.94
GBPS NABI DOST KUNRANI,Sohbat Pur,28.5051738247469,68.7220997012539,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,3.98
GBPS NABI DOST KUNRANI,Sohbat Pur,28.5051738247469,68.7220997012539,Goth Gul Sher Kandrani,Sohbat Pur,4.45
GBPS MUHAMMAD MUSA LASHARI,Sohbat Pur,28.4326616331147,68.7184252436331,Raheem Bakhsh Kandrani,Sohbat Pur,0.7
GBPS MUHAMMAD MUSA LASHARI,Sohbat Pur,28.4326616331147,68.7184252436331,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,9.64
GBPS MUHAMMAD MUSA LASHARI,Sohbat Pur,28.4326616331147,68.7184252436331,Goth Gul Sher Kandrani,Sohbat Pur,7.18
GBPS MEHRBAN GAJANI,Sohbat Pur,28.4423659004754,68.8277000544433,Darya khan gajani/Arbab Pandrani,Sohbat Pur,2.02
GBPS MEHRBAN GAJANI,Sohbat Pur,28.4423659004754,68.8277000544433,Goth Gul Sher Kandrani,Sohbat Pur,8.03
GBPS MEERAN KHAN,Sohbat Pur,28.4992053579915,68.7381776941648,Raheem Bakhsh Kandrani,Sohbat Pur,7.38
GBPS MEERAN KHAN,Sohbat Pur,28.4992053579915,68.7381776941648,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,5.67
GBPS MEERAN KHAN,Sohbat Pur,28.4992053579915,68.7381776941648,Goth Gul Sher Kandrani,Sohbat Pur,2.77
GBPS NOOR UDDINB KANRANI,Sohbat Pur,28.51140349,68.68829918,Raheem Bakhsh Kandrani,Sohbat Pur,9.37
GBPS NOOR UDDINB KANRANI,Sohbat Pur,28.51140349,68.68829918,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,0.61
GBPS NOOR UDDINB KANRANI,Sohbat Pur,28.51140349,68.68829918,Akbar khayazai,Sohbat Pur,8.54
GBPS NOOR UDDINB KANRANI,Sohbat Pur,28.51140349,68.68829918,Goth Gul Sher Kandrani,Sohbat Pur,7.74
GBPS JAMAK GAJANI,Sohbat Pur,28.4435751596311,68.8125357918845,Raheem Bakhsh Kandrani,Sohbat Pur,8.59
GBPS JAMAK GAJANI,Sohbat Pur,28.4435751596311,68.8125357918845,Darya khan gajani/Arbab Pandrani,Sohbat Pur,2.89
GBPS JAMAK GAJANI,Sohbat Pur,28.4435751596311,68.8125357918845,Goth Gul Sher Kandrani,Sohbat Pur,6.79
GBPS ABDULLAH GAJANI,Sohbat Pur,28.4337522783092,68.8291583933618,Darya khan gajani/Arbab Pandrani,Sohbat Pur,2.87
GBPS ABDULLAH GAJANI,Sohbat Pur,28.4337522783092,68.8291583933618,Goth Gul Sher Kandrani,Sohbat Pur,8.74
GBPS ATTAR KHAN KANRANI,Sohbat Pur,28.4992154290019,68.7121763899654,Raheem Bakhsh Kandrani,Sohbat Pur,7.39
GBPS ATTAR KHAN KANRANI,Sohbat Pur,28.4992154290019,68.7121763899654,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,3.31
GBPS ATTAR KHAN KANRANI,Sohbat Pur,28.4992154290019,68.7121763899654,Goth Gul Sher Kandrani,Sohbat Pur,5.07
GBPS ABDUL REHMAN KHOSA,Sohbat Pur,28.52563058,68.43912554,Aziz-u-Rehman Khosa/ Bahadur Khosa,Sohbat Pur,7.1
GBMIDS MANDOST BUGTI,Sohbat Pur,28.451422960276,68.9311874488097,Darya khan gajani/Arbab Pandrani,Sohbat Pur,9.3
GGMIDS AZAM KHAN KHOSA,Sohbat Pur,28.5474239394802,68.5637533871355,Kareem Bakash Khosa,Sohbat Pur,9.58
GGMIDS AZAM KHAN KHOSA,Sohbat Pur,28.5474239394802,68.5637533871355,Akbar khayazai,Sohbat Pur,4.3
GGPS THADA KHAN GAJANI,Sohbat Pur,28.4722725465392,68.7553545756968,Raheem Bakhsh Kandrani,Sohbat Pur,5.19
GGPS THADA KHAN GAJANI,Sohbat Pur,28.4722725465392,68.7553545756968,Muhammad Ashraf Lashari/Mula Basksh Jattak,Sohbat Pur,8.47
GGPS THADA KHAN GAJANI,Sohbat Pur,28.4722725465392,68.7553545756968,Darya khan gajani/Arbab Pandrani,Sohbat Pur,8.09
