S.no,BemisCode,District,Tehsil,UC,SchoolName,gps_Point,_xCord,_yCord
236,45206,Kharan,Kharan,Jamak,Mohammad Hasan Baddo,28.4878518 65.3328685,28.4878518,65.3328685
237,45207,Kharan,kharan,Joda e Kalat,Narrunki Kubdani,28.4025704 65.4531856,28.4025704,65.4531856
238,45208,Kharan,kharan,Jamak,Sasoli,28.4117003 65.4282409,28.4117003,65.4282409
239,45209,Kharan,kharan,Joda e Kalat,Patesar Malangzi,28.3906953 65.495755,28.3906953,65.495755
240,45211,Kharan,Kharan,North City,Barkat Abad/Shey Tagap,28.5867612 65.4082584,28.5867612,65.4082584
241,45212,Kharan,Kharan,Sarawan,Garbaj,28.7858059 65.5828931,28.7858059,65.5828931
242,45574,Kharan,Sar kharan,,Kareemabad/Haddoo,28.5543778 65.4104019,28.5543778,65.4104019
243,45651,Kharan,kharan,Joda e Kalat,Danno,28.4196837 65.5039441,28.4196837,65.5039441
244,45213,Khuzdar,baghbana,baghbana,Killi Rej,27.8313482 66.6147767,27.8313482,66.6147767
245,45214,Khuzdar,baghbana,totak,Killi Karodi Bathar,27.8958305 66.2048563,27.8958305,66.2048563
246,45216,Khuzdar,baghbana,parko,Killi Khuda Bux,27.8813787 66.1750528,27.8813787,66.1750528
247,45220,Khuzdar,baghbana,noghe,Killi Dar Ul Hudda,28.0236351 66.4412499,28.0236351,66.4412499
248,45221,Khuzdar,baghbana,kapar,Killi Bhit Kappar,27.831275 66.614711,27.831275,66.614711
249,45222,Khuzdar,baghbana,baghbana,Killi Bajuri Kalan,27.8313869 66.6147325,27.8313869,66.6147325
250,45224,Khuzdar,baghbana,totak,Killi Imam Bux Juri,27.9793639 66.3170837,27.9793639,66.3170837
251,45225,Khuzdar,zidi,zidi,Killi Sheikh Shar Zeedi,27.6939632 66.8365062,27.6939632,66.8365062
252,45226,Khuzdar,Zeedi,Zeedi,Killi Zeedi Maro,27.5914758 66.4673665,27.5914758,66.4673665
253,45239,Khuzdar,ornach,ornach,Killi Reko Ornach,26.9666951 66.1260271,26.9666951,66.1260271
254,45240,Khuzdar,ornach,ornach,Killi Shori Ornach,27.0219293 66.1582085,27.0219293,66.1582085
255,45249,Khuzdar,baghbana,parko,Killi tahir Abad / Gunko,27.8313444 66.6147632,27.8313444,66.6147632
256,45250,Khuzdar,wadh,wadh,Killi Khalifa Mehmood,27.8313046 66.6147397,27.8313046,66.6147397
257,45251,Khuzdar,Zeedi,Zeedi,Killi Rastari ,27.7241095 66.8280607,27.7241095,66.8280607
258,45252,Khuzdar,wadh,lop,Killi Hammal Khan,27.8312852 66.6147482,27.8312852,66.6147482
259,45253,Khuzdar,wadh,wadh,Killi Khameesa bhando,27.8314127 66.6148327,27.8314127,66.6148327
260,45254,Khuzdar,wadh,wadh,Killi Ghaus Bux Gurgunari,27.8312509 66.6146833,27.8312509,66.6146833
261,45255,Khuzdar,wadh,tuk,Killi Noke Joo,27.8313494 66.6148507,27.8313494,66.6148507
262,45256,Khuzdar,wadh,wadh,Killi Satlimar,27.8313414 66.6147112,27.8313414,66.6147112
263,45257,Khuzdar,wadh,wadh,Killi Nabi Bux Lehri,27.8312971 66.6146556,27.8312971,66.6146556
264,45258,Khuzdar,wadh,wehr,Killi A Ghafoor Khurmi ,27.8313074 66.6146969,27.8313074,66.6146969
265,45259,Khuzdar,wadh,wadh,Killi Maula Bux,27.4364031 66.4024135,27.4364031,66.4024135
266,45260,Khuzdar,zehri,zehri,Killi Malguzar ,27.8313429 66.6147744,27.8313429,66.6147744
267,45261,Khuzdar,zehri,zehri,Killi Nachari ,27.8313857 66.6148472,27.8313857,66.6148472
268,45721,Khuzdar,Wadh,Ornach,Akearo Kabbari,26.7076836 66.2746885,26.7076836,66.2746885
269,45725,Khuzdar,Wadh,Akero Ornach,Killi Takari Hamza,26.7164913 66.2997534,26.7164913,66.2997534
270,45215,Khuzdar ,khuzdar,parko,Killi Jafarabad Pipli,27.7976828 66.611548,27.7976828,66.611548
271,45217,Khuzdar ,khuzdar,parko,Killi A Ghani Bunap,27.9354325 66.2782129,27.9354325,66.2782129
272,45218,Khuzdar ,khuzdar,parko,Killi Mohammad Kita,27.908486 66.3042714,27.908486,66.3042714
273,45219,Khuzdar ,khuzdar,parko,Killi Chuta Wal ,27.907203 66.2621345,27.907203,66.2621345
274,45227,Khuzdar ,Nall,darneli,Killi Kocha Pat,27.7750908 66.2994179,27.7750908,66.2994179
275,45228,Khuzdar ,Nall,darneli,Killi Patkari,27.8310203 66.596431,27.8310203,66.596431
276,45229,Khuzdar ,Nall,darneli,Killi Zaraghon,27.9353551 66.2783656,27.9353551,66.2783656
277,45230,Khuzdar ,Nall,guni geresha,Killi Podag Mazardan,27.5040773 65.8775895,27.5040773,65.8775895
278,45231,Khuzdar ,Nall,sarej , Killi Abdul sattar,27.935364 66.2783371,27.935364,66.2783371
279,45232,Khuzdar ,Nall,sarej ,Killi Babli ,27.6274176 66.0091819,27.6274176,66.0091819
280,45233,Khuzdar ,Nall,sarej ,Killi Henaro,27.680186 66.0393027,27.680186,66.0393027
281,45234,Khuzdar ,Nall,sarej ,Killi Gorast,27.6895606 66.0172133,27.6895606,66.0172133
282,45235,Khuzdar ,Nall,nall,Killi Soormago,27.6670638 66.2128774,27.6670638,66.2128774
283,45236,Khuzdar ,Nall,guni geresha,Killi Naseeb Abad,27.5896737 66.1904886,27.5896737,66.1904886
284,45237,Khuzdar ,Nall,hazar ganji,Killi Kunj,27.5323592 66.1436618,27.5323592,66.1436618
285,45238,Khuzdar ,Nall,hazar ganji,Killi Garok Dot,27.4172437 66.1505077,27.4172437,66.1505077
286,45241,Khuzdar ,Nall,nall,Killi Rababad,27.9353475 66.2783513,27.9353475,66.2783513
287,45242,Khuzdar ,Nall,nall,Killi Karko,27.6978372 66.1389887,27.6978372,66.1389887
288,45243,Khuzdar ,Nall,guni geresha,Sultak,27.4466061 65.9124216,27.4466061,65.9124216
289,45244,Khuzdar ,Nall,hazar ganji,Killi Pogi,27.6714873 65.9954413,27.6714873,65.9954413
290,45245,Khuzdar ,Nall,sarej ,Killi Teghab,27.6964253 66.079476,27.6964253,66.079476
291,45246,Khuzdar ,Nall,nall,Killi Khaliq Abad,27.7977025 66.6115871,27.7977025,66.6115871
292,45247,Khuzdar ,Nall,sarej ,Killi Tapko,27.6270961 65.9653541,27.6270961,65.9653541
293,45248,Khuzdar ,Nall,nall,Killi Rahim Abad,27.9353684 66.2784098,27.9353684,66.2784098
294,45263,Killa Abdullah,Dobandi,Jilga,Killi Haji Tahir Khan,31.1109136 67.0165862,31.1109136,67.0165862
295,45264,Killa Abdullah,Dobandi,Jilga,Killi Haji Fiz Muhammad,31.1346326 66.8219585,31.1346326,66.8219585
296,45268,Killa Abdullah,Dobandi,Jilga,Killi Bismillah,31.0793902 66.7654578,31.0793902,66.7654578
297,45269,Killa Abdullah,Abdullah Khan,avddurehmanai,Killi Abdul Rahmanzai,30.6056725 66.6369586,30.6056725,66.6369586
298,45270,Killa Abdullah,Abdullah Khan,Habibzai,Killi Zam Habibzai,30.6531638 66.654248,30.6531638,66.654248
299,45272,Killa Abdullah,Abdullah Khan,Habibzai,New Killi Haji Rehmat Habibzai,30.6771594 66.657055,30.6771594,66.657055
300,45273,Killa Abdullah,Abdullah Khan,Gulistan ,Killi M Karim Khurgai,30.6113694 66.4862336,30.6113694,66.4862336
301,45274,Killa Abdullah,Abdullah Khan,Mezai ,Killi H A Salam Masazai,30.660251 66.7017282,30.660251,66.7017282
302,45276,Killa Abdullah,Abdullah Khan,Mezai ,Killi Poplzai ,30.6105332 66.7757631,30.6105332,66.7757631
303,45277,Killa Abdullah,Abdullah Khan,Mezai ,Killi Cher Masazai,30.6815554 66.6994088,30.6815554,66.6994088
304,45279,Killa Abdullah,Abdullah Khan,piralizai,Killi Manda Gara,30.7478001 66.7447628,30.7478001,66.7447628
305,45282,Killa Abdullah,Dobandi,Jilga,killi Ragha Toba,31.1689441 67.1181705,31.1689441,67.1181705
306,45283,Killa Abdullah,Dobandi,Jilga,Killi Dr NorDin,31.1375025 66.874181,31.1375025,66.874181
307,45284,Killa Abdullah,Dobandi,Jilga,Killi KudiNazar,31.1172574 66.7958954,31.1172574,66.7958954
308,45285,Killa Abdullah,Abdullah Khan,Gulistan ,Killi Umer Darozai Noork Slamankhal,30.5589774 66.5548242,30.5589774,66.5548242
309,45286,Killa Abdullah,Gulistan,Gulistan,Killi Malezai/killi Naseebullah,30.5996982 66.6055959,30.5996982,66.6055959
310,45287,Killa Abdullah,Abdullah Khan,piralizai,Killi Slaman Khail Arambai,30.7698917 66.7325158,30.7698917,66.7325158
311,45288,Killa Abdullah,Dobandi,Jilga,Killi Abdul Raheem,31.1409259 66.8320012,31.1409259,66.8320012
312,45289,Killa Abdullah,Dobandi,Jilga,Killi Shedan,31.2590025 66.8666948,31.2590025,66.8666948
313,45290,Killa Abdullah,Dobandi,Jilga,Killi Nabidad Lashkarzaii,31.1553674 66.7515899,31.1553674,66.7515899
314,45653,Killa Abdullah,Abdullah Khan,Mezai ,Killi Niaz Muhammad Davian,30.6609587 66.7285112,30.6609587,66.7285112
315,45654,Killa Abdullah,Dobandi,Jilga,Killi Mulah Allah Muhammad,31.1162439 66.7644296,31.1162439,66.7644296
316,45658,Killa Abdullah,Dobandi,Jilga,Killi Haji Sufi Hayat,31.1150485 66.7718911,31.1150485,66.7718911
317,45661,Killa Abdullah,Dobandi,Jilga,Killi Abdul Raziq,31.2204249 66.8350844,31.2204249,66.8350844
318,45663,Killa Abdullah,Abdullah Khan,Gulistan ,Killi A Rashid Agha,30.6466695 66.6309192,30.6466695,66.6309192
319,45664,Killa Abdullah,Dobandi,Jilga,Killi Haji Shekh Muhammad,31.2443998 66.8276553,31.2443998,66.8276553
320,45665,Killa Abdullah,Abdullah Khan,Gulistan ,Killi Wali Jan Shmshuzai,30.5870314 66.6039459,30.5870314,66.6039459
321,45666,Killa Abdullah,Abdullah Khan,Gulistan ,Killi syedan/Killi Khaliq Dad Adozai,30.6288651 66.6076557,30.6288651,66.6076557
322,45671,Killa Abdullah,Toba,,Ghawand Nidazai,31.1155852 66.9571875,31.1155852,66.9571875
323,45026,Killa Saifullah,Muslim Bagh,Loi band,Amir Abad,,,
324,45293,Killa Saifullah,Killa Saifullah,Akhtaezai,Killi Khanan/Killi New Manki Koz,30.6678239 68.5348685,30.6678239,68.5348685
325,45294,Killa Saifullah,Killa Saifullah,Akhtaezai,Killi Khudai Nazar,30.6752105 68.6054065,30.6752105,68.6054065
326,45295,Killa Saifullah,Killa Saifullah,Batozai,Killi Dargi,30.8110895 68.8201933,30.8110895,68.8201933
327,45296,Killa Saifullah,Killa Saifullah,Batozai,Killi Gharagai,30.8942453 68.8027349,30.8942453,68.8027349
328,45297,Killa Saifullah,Killa Saifullah,Batozai,Killi Nali Main,30.8240377 68.842209,30.8240377,68.842209
329,45298,Killa Saifullah,Killa Saifullah,Batozai,Killi Mula Abdul Wahab ,30.9037522 69.0232589,30.9037522,69.0232589
330,45299,Killa Saifullah,Killa Saifullah,Batozai,Killi Qandil Ghara ,30.8760392 68.9451959,30.8760392,68.9451959
331,45300,Killa Saifullah,Killa Saifullah,Batozai,Killi Wazai,30.8630723 68.768007,30.8630723,68.768007
332,45301,Killa Saifullah,Killa Saifullah,Batozai,Killi Mazzakai,30.8777979 68.7125186,30.8777979,68.7125186
333,45302,Killa Saifullah,Killa Saifullah,Batozai,Killi Toor Debai Harifal,30.7891801 68.8116475,30.7891801,68.8116475
334,45303,Killa Saifullah,Killa Saifullah,Batozai,Killi Shahidaan ,30.6630723 68.85835,30.6630723,68.85835
335,45304,Killa Saifullah,Killa Saifullah,Batozai,Killi New Wazai ,30.8640098 68.7882845,30.8640098,68.7882845
336,45305,Killa Saifullah,Killa Saifullah,Batozai,Killi Dabar,30.7358915 68.8160327,30.7358915,68.8160327
337,45306,Killa Saifullah,Killa Saifullah,Sadar,Killi Zulfiqar,30.7885278 68.1551197,30.7885278,68.1551197
338,45307,Killa Saifullah,Muslim Bagh,Nissai,Killi Haji Gul Sheer,30.8359454 68.1286464,30.8359454,68.1286464
339,45308,Killa Saifullah,Killa Saifullah,Sadar,Killi Gharri Jalal,30.8454744 68.2078092,30.8454744,68.2078092
340,45309,Killa Saifullah,Muslim Bagh,Nissai,Killi Salman Kaza,30.8159024 68.160353,30.8159024,68.160353
341,45310,Killa Saifullah,Killa Saifullah,Sadar,Killi Qari Usman ,30.691208 68.3727978,30.691208,68.3727978
342,45311,Killa Saifullah,Killa Saifullah,Sadar,Killi Haji Zubair,30.7497897 68.2496255,30.7497897,68.2496255
343,45312,Killa Saifullah,Killa Saifullah,Sadar,Killi Qalandarah,30.8383043 68.3431422,30.8383043,68.3431422
344,45313,Killa Saifullah,Killa Saifullah,Sadar,Killi Abdul Qadoos ,30.691934 68.1082048,30.691934,68.1082048
345,45314,Killa Saifullah,Killa Saifullah,Sadar,Killi Yaqoob mirzai,30.7451617 68.2263236,30.7451617,68.2263236
346,45315,Killa Saifullah,Killa Saifullah,Sadar,Killi Sher Khan,30.7762402 68.2898892,30.7762402,68.2898892
347,45316,Killa Saifullah,Killa Saifullah,Sadar,Killi Jangle ,30.7855745 68.2100109,30.7855745,68.2100109
348,45317,Killa Saifullah,Killa Saifullah,Sadar,Killi Zara Shana ,30.8024921 68.416115,30.8024921,68.416115
349,45318,Killa Saifullah,Muslim Bagh,Kan ,Killi Abdul Sammad ,30.7481316 67.6312316,30.7481316,67.6312316
350,45319,Killa Saifullah,Muslim Bagh,Kanjoghai,Killi Tor Shllakh,30.8478856 67.5370503,30.8478856,67.5370503
351,45320,Killa Saifullah,Muslim Bagh,Nissai,Killi Mulvi Akhtar,30.821146 68.1397521,30.821146,68.1397521
352,45321,Killa Saifullah,Killa Saifullah,Sadar,Killi Rahimzai shagai,30.7954266 68.2368717,30.7954266,68.2368717
353,45322,Killa Saifullah,Muslim Bagh,Sadar,Killi Sur Ragha ,30.6929688 68.3541279,30.6929688,68.3541279
354,45323,Killa Saifullah,Muslim Bagh,Sadar,Killi Sra Gharra ,30.8120359 67.6179249,30.8120359,67.6179249
355,45324,Killa Saifullah,Killa Saifullah,Sadar,Killi Abdul Qadar,30.7638573 68.2819447,30.7638573,68.2819447
356,45325,Killa Saifullah,Muslim Bagh,Nissai,Killi New Nali ,30.8301476 68.0560978,30.8301476,68.0560978
357,45326,Killa Saifullah,Killa Saifullah,Sadar,Killi Abdul Aziz ,30.7575275 68.2989669,30.7575275,68.2989669
358,45327,Killa Saifullah,Killa Saifullah,Sadar,Killi Abdul Khaliq,30.7231425 68.3100836,30.7231425,68.3100836
359,45672,Killa Saifullah,Muslim Bagh,Kaan metarzai,Killi Muhammad Shafee Kakar,30.7418344 67.5230205,30.7418344,67.5230205
360,45673,Killa Saifullah,Killa Saifullah,BandatÂ Musazai,Killi Tara Musazai,30.6060708 68.3282667,30.6060708,68.3282667
361,45675,Killa Saifullah,Muslim Bagh,Margha Faqerzai,Shrin Zarra Ghez,31.0461304 67.763286,31.0461304,67.763286
362,45676,Killa Saifullah,Loi Band,Loi Band,Noor Abad wacha Kanda,31.2627201 67.7040824,31.2627201,67.7040824
363,45677,Killa Saifullah,Muslim Bagh,Murgag Faqerzai,Killi Hamaya Gar Smalan Loi Band,31.1200715 67.9364075,31.1200715,67.9364075
364,45678,Killa Saifullah,Muslim Bagh,Murgag Faqerzai,Mandokhail Kach,31.1160136 67.9957422,31.1160136,67.9957422
365,45679,Killa Saifullah,Killa Saifullah,Akhtarzai,Shah Akhtarzai,30.579803 68.5280419,30.579803,68.5280419
366,45695,Killa Saifullah,Killa Saifullah,Khasnob,Killi Muhammad Ramzan Khansob,30.804482 68.3805464,30.804482,68.3805464
367,45328,Kohlu,kaan,nissao,Lolad,29.3604326 69.2480437,29.3604326,69.2480437
368,45329,Kohlu,kaan,nissao,Basti Ghanazi,29.3442117 69.1879149,29.3442117,69.1879149
369,45330,Kohlu,Kohlu,karam khan ,Saeed Qasarni,29.8958606 69.2458472,29.8958606,69.2458472
370,45331,Kohlu,Kohlu,karam khan ,Misri Khan,29.8899907 69.0984437,29.8899907,69.0984437
371,45332,Kohlu,Kohlu,karam khan ,Ali Baig,29.8642325 69.1829251,29.8642325,69.1829251
372,45333,Kohlu,Kohlu,saddar,Nadar Khan,29.9171903 69.3236823,29.9171903,69.3236823
373,45334,Kohlu,Kohlu,saddar,Nihal Khan,29.8958814 69.2544148,29.8958814,69.2544148
374,45335,Kohlu,Kohlu,saddar,Peer Chashma,29.7979936 68.9319848,29.7979936,68.9319848
375,45336,Kohlu,Kohlu,pazza,Basti Mirza Khan,29.8724709 69.0701009,29.8724709,69.0701009
376,45337,Kohlu,Kohlu,pazza,Nihal Khan Sherani,29.7699374 69.0289968,29.7699374,69.0289968
377,45338,Kohlu,Kohlu,pazza,Faqeer Muhammad,29.8476478 68.9509329,29.8476478,68.9509329
378,45339,Kohlu,Kohlu,pazza,Hayat Khan,29.7802624 69.0752264,29.7802624,69.0752264
379,45340,Kohlu,Kohlu,saddar,New Killi Aziz Abad,29.9049958 69.2702496,29.9049958,69.2702496
380,45341,Kohlu,Kohlu,saddar,Hazarat Ali,29.9107832 69.2713988,29.9107832,69.2713988
381,45343,Kohlu,Kohlu,mehwand,Mera Khan,29.6628761 68.7549349,29.6628761,68.7549349
382,45344,Kohlu,kaan,safaid ,Naimat Pawadi,29.8222882 68.9333459,29.8222882,68.9333459
383,45345,Kohlu,Kohlu,mehwand,W Sohrab Khan,29.740778 68.8279365,29.740778,68.8279365
384,45680,Kohlu,Mehwand,,Killi Shahmir,29.4256932 69.3387747,29.4256932,69.3387747
385,45681,Kohlu,Mehwand,,Killi Nabi Bakhsh,29.3913234 69.3084366,29.3913234,69.3084366
386,45682,Kohlu,Mehwand,,Killi Haji Zaver Khan,29.3756191 69.2665908,29.3756191,69.2665908
387,45346,Lasbela,Bela,Bela,Goth Hasham Chana,26.2725469 66.2540521,26.2725469,66.2540521
388,45347,Lasbela,Bela,Kathore,Goth Taj Mohammad,26.3321917 66.2298467,26.3321917,66.2298467
389,45348,Lasbela,Bela,Bela,Juman Bandicha,26.3015493 66.2627633,26.3015493,66.2627633
390,45349,Lasbela,Bela,Bela,Goth Nar,26.2324133 66.2792083,26.2324133,66.2792083
391,45350,Lasbela,Bela,Bela,Goth Jamali,26.3166453 66.1969779,26.3166453,66.1969779
392,45351,Lasbela,Bela,Bela,Goth Ismail Ronja,26.3400176 66.2603676,26.3400176,66.2603676
393,45353,Lasbela,Bela,Bela,Goth Soodir Kundi,26.4950972 66.3550011,26.4950972,66.3550011
394,45354,Lasbela,Bela,Bela,Hakim Benth,26.5183183 66.4228317,26.5183183,66.4228317
395,45355,Lasbela,Bela,Bela,Goth A Rahim,26.2668409 66.2942371,26.2668409,66.2942371
396,45356,Lasbela,Bela,Bela,Goth Haji Ismail Baloch,26.2573212 66.3706051,26.2573212,66.3706051
397,45357,Lasbela,Bela,Bela,Goth Waja M Ali,26.2797726 66.3402551,26.2797726,66.3402551
398,45358,Lasbela,Lakhra,Hara sethar,Goth moradani/Goth jamal sheikh,25.8964214 66.3321413,25.8964214,66.3321413
399,45359,Lasbela,Bela,Bela,Goth Najeebullah,26.2739917 66.31405,26.2739917,66.31405
400,45360,Lasbela,Bela,Bela,Goth M.Aslam,26.16657 66.3939767,26.16657,66.3939767
401,45361,Lasbela,uthai,uthai,Goth Ibrahim Fakeer,25.8636667 66.6866983,25.8636667,66.6866983
402,45362,Lasbela,lakhra,lakhra,Goth Haji Haron,25.9605067 66.4488933,25.9605067,66.4488933
403,45363,Lasbela,lakhra,lakhra,Goth Soomar  Baloch,26.0959463 66.2491583,26.0959463,66.2491583
404,45364,Lasbela,lakhra,lakhra,Goth Essa zor,25.927424 66.2722382,25.927424,66.2722382
405,45365,Lasbela,lakhra,lakhra,Goth M Gador,25.8673179 66.15492,25.8673179,66.15492
406,45366,Lasbela,lakhra,lakhra,Goth Metani Gunga,25.882455 66.4775167,25.882455,66.4775167
407,45367,Lasbela,uthal,uthal,Goth M Achra,25.856391 66.6026038,25.856391,66.6026038
408,45368,Lasbela,uthal,uthal,Goth Umrani Yaqoob,26.066875 66.4580283,26.066875,66.4580283
409,45369,Lasbela,uthal,uthal,Goth M Hasan Sabra,26.0359069 66.5021395,26.0359069,66.5021395
410,45370,Lasbela,uthal,uthal,Goth bhiti weyaro ,26.0185554 66.4689289,26.0185554,66.4689289
411,45371,Lasbela,uthal,uthal,Goth Hamarkani,26.0429935 66.4866668,26.0429935,66.4866668
412,45372,Lasbela,uthal,uthal,Goth Ibrahim Sukan,26.0221894 66.5309066,26.0221894,66.5309066
413,45726,Lasbela,Uthal,Warayo,Goth Jangikhan Matkani,26.0239832 66.5143054,26.0239832,66.5143054
414,45373,Loralai,Bori,Cheena ,Cheena Alizai,30.4099178 68.901124,30.4099178,68.901124
415,45374,Loralai,Bori,Cheena ,Dilor,30.3941884 68.872687,30.3941884,68.872687
416,45375,Loralai,Bori,Cheena ,Kasai,30.3903267 68.9064617,30.3903267,68.9064617
417,45376,Loralai,Bori,Shabozai,Zareen Abad,30.4481608 68.8700677,30.4481608,68.8700677
418,45377,Loralai,Bori,Cheena ,Barnema Bala,30.3961187 68.8442537,30.3961187,68.8442537
419,45378,Loralai,Bori,Kuch Amaq,Chingen / thang,30.5224441 68.2275142,30.5224441,68.2275142
420,45379,Loralai,Bori,Kuch Amaq,Dargai Zakhpail,30.5651578 68.0681681,30.5651578,68.0681681
421,45380,Loralai,Bori,Bawer,Kanabi Nasraan,30.3839529 68.5246733,30.3839529,68.5246733
422,45381,Loralai,Bori,Kuch Amaq,Kanor Abad,30.495635 68.3105634,30.495635,68.3105634
423,45382,Loralai,Bori,Kuch Amaq,Chenalai,30.5503716 68.1668911,30.5503716,68.1668911
424,45384,Loralai,Bori,Kuch Amaq,Gul Baran,30.4922445 68.2933998,30.4922445,68.2933998
425,45385,Loralai,Bori,Kuch Amaq,Spedar,30.4751298 68.3239703,30.4751298,68.3239703
426,45386,Loralai,Bori,Kuch Amaq,Kharha La,30.4694736 68.3200165,30.4694736,68.3200165
427,45387,Loralai,Bori,Pathankot,Killi Sher Zaman kuch,30.5283947 69.3510862,30.5283947,69.3510862
428,45398,Loralai,Mekhtar,Khan Gul,Aqrabi Amanzai,30.5199032 69.3182702,30.5199032,69.3182702
429,45399,Loralai,Mekhtar,Toor thana,Kashki,30.5339775 68.9716265,30.5339775,68.9716265
430,45400,Loralai,Mekhtar,Toor thana,New Viala,30.380985 68.9701213,30.380985,68.9701213
431,45401,Loralai,Loralai,Makhtar,Ghara Naghar,30.5208545 69.0348383,30.5208545,69.0348383
432,45402,Loralai,Mekhtar,Toor thana,Chamaza,30.4272279 69.0517054,30.4272279,69.0517054
433,45403,Loralai,Mekhtar,Khan Gul,Sarwazhad,30.5413475 69.2652118,30.5413475,69.2652118
434,45404,Loralai,Bori,Toor thana,Ghozha,30.4570869 69.1526891,30.4570869,69.1526891
435,45405,Loralai,Mekhtar,Mekhtar,Kanobi Mulla Khail,30.3869676 68.5326852,30.3869676,68.5326852
436,45406,Loralai,Mekhtar,Khan Gul,Gharha Nali Malazai,30.4812268 69.2112365,30.4812268,69.2112365
437,45407,Loralai,Mekhtar,Khan Gul,Sarah Kalha,30.5398902 69.3238285,30.5398902,69.3238285
438,45408,Loralai,Mekhtar,Khan Gul,Nali Walezai,30.4450823 69.1803015,30.4450823,69.1803015
439,45696,Loralai,Mekhtar,Mekhtar,Kach Khair Muhammad,30.486468 69.2487719,30.486468,69.2487719
440,45697,Loralai,Mekhtar,Mekhtar,Killi Jorak,30.5590156 69.2824381,30.5590156,69.2824381
441,45698,Loralai,Bori,Kach amakzai,Killi Lungluna Sur Ghundai,30.5652407 67.7527475,30.5652407,67.7527475
442,45699,Loralai,Bori,,Killi Muhammad Khan Dotani,30.4342663 68.4849331,30.4342663,68.4849331
443,45409,Mastung,Dasht,Dasht,Killi Ghos Abad,29.5361513 66.7144221,29.5361513,66.7144221
444,45412,Mastung,Kanak,killi waris khan ,Killi Waris Khan,30.1098609 66.7323191,30.1098609,66.7323191
445,45413,Mastung,khadkocha,khadkocha,Killi Aziz,29.5827871 66.7389054,29.5827871,66.7389054
446,45414,Mastung,Kanak,shekhwasil,Killi Nihal Khan,29.9118862 66.7880116,29.9118862,66.7880116
447,45415,Mastung,Mastung,Faroq abad,Killi Kannati Jadid Qadim,29.5861628 66.7311262,29.5861628,66.7311262
448,45416,Mastung,Nawazabad,Kadkocha,Killi Shahnawaz/Killi Ismail Kadhkocha,29.80818 66.6931883,29.80818,66.6931883
449,45417,Mastung,khadkocha,Faroq abad,Killi Malik Abad,29.7050826 66.7599289,29.7050826,66.7599289
450,45418,Mastung,khadkocha,killi umar abad,Killi Umar Abad,29.5604708 66.7038598,29.5604708,66.7038598
451,45420,Mastung,Mastung,Sorgaz,Killi Khushrood,29.9249523 66.8453724,29.9249523,66.8453724
452,45700,Mastung,Dasht ,Maraw,Gar Marao,29.6925315 67.0686266,29.6925315,67.0686266
453,45701,Mastung,Dasht ,Maraw,Hamal Gar Maraw,29.7018191 67.0454216,29.7018191,67.0454216
454,45702,Mastung,Dasht ,Maraw,Arat Maraow,29.6838768 67.0590618,29.6838768,67.0590618
455,45421,Musa Khel,Kingeri,Kingeri,Killi Gider Dage,30.4195497 69.8484667,30.4195497,69.8484667
456,45422,Musa Khel,Kingeri,Rarasham,Killli Kuzah,30.3608833 69.95559,30.3608833,69.95559
457,45423,Musa Khel,Kingeri,Rarasham,Killi Jamo Koh Kuzah,30.3930339 69.9268766,30.3930339,69.9268766
458,45424,Musa Khel,Musakhial,Sadder,Muzah Chassan,30.8888499 69.8362935,30.8888499,69.8362935
